,source,target,values
60780,Eddy MAAROUFI,Numérique,16.0
60781,Eddy MAAROUFI,Usage,3.0
60783,Eddy MAAROUFI,Innovation,3.0
60788,Eddy MAAROUFI,Économie,3.0
60790,Eddy MAAROUFI,Cadre de vie,14.0
60792,Eddy MAAROUFI,Citoyenneté,2.0
60793,Eddy MAAROUFI,Veille M3,48.0
60795,Eddy MAAROUFI,Cohésion sociale,1.0
60796,Eddy MAAROUFI,Biodiversité,2.0
60800,Eddy MAAROUFI,Santé,9.0
60803,Eddy MAAROUFI,Ressources,8.0
60804,Eddy MAAROUFI,Prospective,8.0
60805,Eddy MAAROUFI,Éducation,1.0
60807,Eddy MAAROUFI,Service public,19.0
60810,Eddy MAAROUFI,Genre,3.0
60814,Eddy MAAROUFI,Insertion,2.0
60818,Eddy MAAROUFI,Jeunesse,1.0
60822,Eddy MAAROUFI,Finance,3.0
60829,Eddy MAAROUFI,Évaluation,1.0
60832,Eddy MAAROUFI,Grand Lyon,12.0
60863,Eddy MAAROUFI,Recherche,3.0
60895,Eddy MAAROUFI,Social,2.0
60926,Eddy MAAROUFI,Sport,11.0
60928,Eddy MAAROUFI,Habitat,7.0
61381,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Culture,6.0
61384,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Clivages,4.0
61392,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Travail,9.0
61393,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Entreprise,4.0
61397,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Transition,6.0
61400,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Numérique,1.0
61406,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Solidarité,1.0
61407,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Valeurs,3.0
61408,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Économie,1.0
61410,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Cadre de vie,7.0
61415,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Cohésion sociale,4.0
61416,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Biodiversité,2.0
61418,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Politique de la ville,1.0
61420,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Santé,2.0
61423,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Ressources,1.0
61424,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Prospective,5.0
61425,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Éducation,1.0
61426,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Mobilité,6.0
61436,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,International,21.0
61441,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Institution,4.0
61442,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Finance,1.0
61449,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Évaluation,2.0
61451,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Urbanisme,10.0
61452,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Grand Lyon,27.0
61455,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Patrimoine,5.0
61456,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Attractivité,17.0
61483,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Recherche,2.0
62001,Lucas PIESSAT,Culture,7.0
62017,Lucas PIESSAT,Transition,17.0
62026,Lucas PIESSAT,Solidarité,1.0
62027,Lucas PIESSAT,Valeurs,3.0
62030,Lucas PIESSAT,Cadre de vie,9.0
62032,Lucas PIESSAT,Citoyenneté,1.0
62033,Lucas PIESSAT,Veille M3,40.0
62036,Lucas PIESSAT,Biodiversité,4.0
62040,Lucas PIESSAT,Santé,4.0
62043,Lucas PIESSAT,Ressources,11.0
62044,Lucas PIESSAT,Prospective,7.0
62045,Lucas PIESSAT,Éducation,3.0
62046,Lucas PIESSAT,Mobilité,4.0
62058,Lucas PIESSAT,Jeunesse,3.0
62071,Lucas PIESSAT,Urbanisme,6.0
62072,Lucas PIESSAT,Grand Lyon,6.0
62149,Lucas PIESSAT,Concertation,1.0
62233,Lucas PIESSAT,Action publique,1.0
62320,Lucas PIESSAT,Ethique,2.0
62637,Gauthier BRAVAIS,Transition,10.0
62650,Gauthier BRAVAIS,Cadre de vie,4.0
62656,Gauthier BRAVAIS,Biodiversité,4.0
62663,Gauthier BRAVAIS,Ressources,4.0
62664,Gauthier BRAVAIS,Prospective,7.0
62665,Gauthier BRAVAIS,Éducation,3.0
62666,Gauthier BRAVAIS,Mobilité,4.0
62678,Gauthier BRAVAIS,Jeunesse,3.0
62691,Gauthier BRAVAIS,Urbanisme,6.0
62692,Gauthier BRAVAIS,Grand Lyon,6.0
62769,Gauthier BRAVAIS,Concertation,1.0
63273,Quentin VERNETTE,Veille M3,6.0
63284,Quentin VERNETTE,Prospective,6.0
63311,Quentin VERNETTE,Urbanisme,4.0
63866,Recherche,Boris CHABANEL,5.0
63868,Recherche,Emile HOOGE,1.0
63870,Recherche,Ludovic VIÉVARD,23.0
63882,Recherche,Nicolas NOVA,1.0
63897,Recherche,Catherine PANASSIER,1.0
63899,Recherche,Caroline JANUEL,6.0
63902,Recherche,Marianne CHOUTEAU,31.0
63912,Recherche,Sylvie  MAURIS-DEMOURIOUX,20.0
63919,Recherche,David CHEVALLIER,1.0
63923,Recherche,Geoffroy BING,5.0
63930,Recherche,Catherine FORET,19.0
63940,Recherche,Alexandre MONNIN,6.0
63941,Recherche,Benjamin LIPPENS,3.0
63948,Recherche,Sebastian ROCHE,2.0
63958,Recherche,Eddy MAAROUFI,3.0
63959,Recherche,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,2.0
63973,Recherche,Pierre-Alain FOUR,23.0
63976,Recherche,Valérie DEFOY,17.0
63978,Recherche,Laure BORNAREL,1.0
64011,Recherche,Marie Clémence LE PAPE,2.0
64012,Recherche,Maël DIEUDONNÉ,2.0
64051,Recherche,Stéphane AUTRAN,1.0
64112,Recherche,Gilles PINSON,1.0
64121,Recherche,Bernard CHOCAT,1.0
64124,Recherche,Bruno MARZLOFF,1.0
64128,Recherche,Christelle MOREL-JOURNEL,1.0
64129,Recherche,Attila BASKURT,1.0
64130,Recherche,Jean-Yves  TOUSSAINT,1.0
64163,Recherche,Alain HAYS,1.0
64168,Recherche,Adeline CHARVET,1.0
64169,Recherche,Charlotte VISAGE,1.0
64183,Recherche,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",2.0
64185,Recherche,Corinne HOOGE,1.0
64302,Recherche,Hélène REIGNER,1.0
64334,Recherche,Pablo JENSEN,2.0
64402,Recherche,Delphine SCIARRINO,1.0
64403,Recherche,Ludivine SCIARRINO,1.0
64492,Caroline HAMON,Travail,2.0
64497,Caroline HAMON,Transition,35.0
64498,Caroline HAMON,Climat,3.0
64507,Caroline HAMON,Valeurs,5.0
64508,Caroline HAMON,Économie,11.0
64510,Caroline HAMON,Cadre de vie,3.0
64525,Caroline HAMON,Éducation,2.0
64526,Caroline HAMON,Mobilité,7.0
64527,Caroline HAMON,Service public,6.0
64538,Caroline HAMON,Jeunesse,2.0
64552,Caroline HAMON,Grand Lyon,8.0
64564,Caroline HAMON,Data,3.0
65103,Isabelle BARAUD-SERFATY,Inclusion,9.0
65104,Isabelle BARAUD-SERFATY,Clivages,4.0
65105,Isabelle BARAUD-SERFATY,Pauvreté,9.0
65115,Isabelle BARAUD-SERFATY,Temps,1.0
65117,Isabelle BARAUD-SERFATY,Transition,1.0
65120,Isabelle BARAUD-SERFATY,Numérique,5.0
65126,Isabelle BARAUD-SERFATY,Solidarité,5.0
65144,Isabelle BARAUD-SERFATY,Prospective,1.0
65146,Isabelle BARAUD-SERFATY,Mobilité,4.0
65147,Isabelle BARAUD-SERFATY,Service public,1.0
65171,Isabelle BARAUD-SERFATY,Urbanisme,6.0
65721,Margot BALDASSI,Culture,5.0
65723,Margot BALDASSI,Inclusion,7.0
65725,Margot BALDASSI,Pauvreté,8.0
65740,Margot BALDASSI,Numérique,3.0
65746,Margot BALDASSI,Solidarité,7.0
65758,Margot BALDASSI,Politique de la ville,3.0
65770,Margot BALDASSI,Genre,5.0
65791,Margot BALDASSI,Urbanisme,3.0
65804,Margot BALDASSI,Data,2.0
66341,Philippe GARGOV,Culture,5.0
66343,Philippe GARGOV,Inclusion,7.0
66345,Philippe GARGOV,Pauvreté,8.0
66358,Philippe GARGOV,Climat,2.0
66360,Philippe GARGOV,Numérique,5.0
66361,Philippe GARGOV,Usage,2.0
66366,Philippe GARGOV,Solidarité,7.0
66370,Philippe GARGOV,Cadre de vie,3.0
66378,Philippe GARGOV,Politique de la ville,8.0
66383,Philippe GARGOV,Ressources,2.0
66386,Philippe GARGOV,Mobilité,2.0
66411,Philippe GARGOV,Urbanisme,6.0
66424,Philippe GARGOV,Data,4.0
66966,Management,Boris CHABANEL,7.0
66967,Management,Catherine DEBRAND,4.0
66968,Management,Emile HOOGE,4.0
66969,Management,Cédric POLÈRE,4.0
66970,Management,Ludovic VIÉVARD,4.0
66971,Management,Eve DENJEAN,4.0
66976,Management,Aurélien BOUTAUD,1.0
66991,Management,Julie JEAMMAUD,7.0
66999,Management,Caroline JANUEL,4.0
67011,Management,Anouk JORDAN,4.0
67012,Management,Sylvie  MAURIS-DEMOURIOUX,4.0
67212,Management,Gilles PINSON,1.0
67228,Management,Christelle MOREL-JOURNEL,1.0
67240,Management,Philippe MAZUEL,1.0
67346,Management,Brigitte AURIACOMBE,1.0
67452,Management,Alice TAGGER,1.0
67553,Management,Nicolas MATYJASIK,1.0
67593,Matthieu BOURY,Entreprise,1.0
67598,Matthieu BOURY,Climat,1.0
67600,Matthieu BOURY,Numérique,1.0
67601,Matthieu BOURY,Usage,2.0
67603,Matthieu BOURY,Innovation,1.0
67610,Matthieu BOURY,Cadre de vie,1.0
67615,Matthieu BOURY,Cohésion sociale,1.0
67652,Matthieu BOURY,Grand Lyon,1.0
67715,Matthieu BOURY,Social,1.0
67737,Matthieu BOURY,Personnes âgées,3.0
68212,Gaspard LANDEL,Travail,2.0
68213,Gaspard LANDEL,Entreprise,2.0
68218,Gaspard LANDEL,Climat,1.0
68230,Gaspard LANDEL,Cadre de vie,1.0
68258,Gaspard LANDEL,Jeunesse,2.0
68272,Gaspard LANDEL,Grand Lyon,3.0
68825,Quentin ZARAGORI,Pauvreté,1.0
68837,Quentin ZARAGORI,Transition,17.0
68838,Quentin ZARAGORI,Climat,1.0
68841,Quentin ZARAGORI,Usage,3.0
68843,Quentin ZARAGORI,Innovation,1.0
68850,Quentin ZARAGORI,Cadre de vie,15.0
68866,Quentin ZARAGORI,Mobilité,6.0
68870,Quentin ZARAGORI,Genre,5.0
68874,Quentin ZARAGORI,Insertion,1.0
68878,Quentin ZARAGORI,Jeunesse,1.0
68889,Quentin ZARAGORI,Évaluation,2.0
68892,Quentin ZARAGORI,Grand Lyon,5.0
68977,Quentin ZARAGORI,Personnes âgées,3.0
69053,Quentin ZARAGORI,Action publique,4.0
69472,Franck TANNERY,Citoyenneté,1.0
69501,Franck TANNERY,Institution,1.0
69512,Franck TANNERY,Grand Lyon,2.0
69516,Franck TANNERY,Attractivité,1.0
70061,Pierre-Alain FOUR,Culture,66.0
70063,Pierre-Alain FOUR,Inclusion,5.0
70073,Pierre-Alain FOUR,Entreprise,7.0
70080,Pierre-Alain FOUR,Numérique,10.0
70081,Pierre-Alain FOUR,Usage,4.0
70083,Pierre-Alain FOUR,Innovation,5.0
70087,Pierre-Alain FOUR,Valeurs,4.0
70088,Pierre-Alain FOUR,Économie,1.0
70093,Pierre-Alain FOUR,Veille M3,7.0
70095,Pierre-Alain FOUR,Cohésion sociale,8.0
70098,Pierre-Alain FOUR,Politique de la ville,2.0
70100,Pierre-Alain FOUR,Santé,3.0
70104,Pierre-Alain FOUR,Prospective,9.0
70105,Pierre-Alain FOUR,Éducation,6.0
70107,Pierre-Alain FOUR,Service public,4.0
70114,Pierre-Alain FOUR,Insertion,4.0
70118,Pierre-Alain FOUR,Jeunesse,1.0
70128,Pierre-Alain FOUR,Laïcité,1.0
70131,Pierre-Alain FOUR,Urbanisme,1.0
70132,Pierre-Alain FOUR,Grand Lyon,22.0
70135,Pierre-Alain FOUR,Patrimoine,26.0
70136,Pierre-Alain FOUR,Attractivité,4.0
70144,Pierre-Alain FOUR,Data,4.0
70163,Pierre-Alain FOUR,Recherche,23.0
70710,Béatrice MAURINES,Cadre de vie,3.0
70716,Béatrice MAURINES,Biodiversité,3.0
71330,Lilian PELLEGRINO,Cadre de vie,3.0
71336,Lilian PELLEGRINO,Biodiversité,3.0
71992,Valérie DEFOY,Grand Lyon,16.0
72023,Valérie DEFOY,Recherche,17.0
72553,Michel CAPRON,Entreprise,1.0
72557,Michel CAPRON,Transition,1.0
73163,Laure BORNAREL,Inclusion,1.0
73181,Laure BORNAREL,Usage,1.0
73186,Laure BORNAREL,Solidarité,1.0
73200,Laure BORNAREL,Santé,15.0
73201,Laure BORNAREL,Handicap,4.0
73204,Laure BORNAREL,Prospective,1.0
73235,Laure BORNAREL,Patrimoine,1.0
73263,Laure BORNAREL,Recherche,1.0
73781,Bruno BENOIT,Culture,2.0
73793,Bruno BENOIT,Entreprise,1.0
73797,Bruno BENOIT,Transition,1.0
73806,Bruno BENOIT,Solidarité,3.0
73807,Bruno BENOIT,Valeurs,7.0
73808,Bruno BENOIT,Économie,1.0
73810,Bruno BENOIT,Cadre de vie,3.0
73812,Bruno BENOIT,Citoyenneté,1.0
73816,Bruno BENOIT,Biodiversité,3.0
73820,Bruno BENOIT,Santé,2.0
73821,Bruno BENOIT,Handicap,1.0
73823,Bruno BENOIT,Ressources,1.0
73825,Bruno BENOIT,Éducation,1.0
73836,Bruno BENOIT,International,1.0
73842,Bruno BENOIT,Finance,1.0
73844,Bruno BENOIT,Pensées politiques,7.0
73852,Bruno BENOIT,Grand Lyon,3.0
73855,Bruno BENOIT,Patrimoine,33.0
73856,Bruno BENOIT,Attractivité,1.0
74415,Florent CHEVREAU,Temps,2.0
74430,Florent CHEVREAU,Cadre de vie,2.0
74471,Florent CHEVREAU,Urbanisme,2.0
75035,Danielle GALEA,Temps,2.0
75050,Danielle GALEA,Cadre de vie,2.0
75091,Danielle GALEA,Urbanisme,2.0
75655,Carine PRADELLES,Temps,2.0
75670,Carine PRADELLES,Cadre de vie,2.0
75711,Carine PRADELLES,Urbanisme,2.0
76275,Maïder LAUSSUCQ,Temps,2.0
76290,Maïder LAUSSUCQ,Cadre de vie,2.0
76331,Maïder LAUSSUCQ,Urbanisme,2.0
76892,Jean-Yves BOULIN,Travail,1.0
76895,Jean-Yves BOULIN,Temps,2.0
76926,Jean-Yves BOULIN,Mobilité,1.0
77517,Mike RACO,Transition,1.0
77528,Mike RACO,Économie,1.0
78148,Jean-Paul BRAVARD,Économie,1.0
78150,Jean-Paul BRAVARD,Cadre de vie,3.0
78163,Jean-Paul BRAVARD,Ressources,2.0
78757,Patrick VIVERET,Transition,1.0
78804,Patrick VIVERET,Pensées politiques,2.0
79361,Thomas HAJDUKOWICZ,Culture,7.0
79377,Thomas HAJDUKOWICZ,Transition,3.0
79403,Thomas HAJDUKOWICZ,Ressources,3.0
79435,Thomas HAJDUKOWICZ,Patrimoine,4.0
80036,Jacques LEVY,International,1.0
80055,Jacques LEVY,Patrimoine,1.0
80627,François DENIEUL,Valeurs,1.0
80644,François DENIEUL,Prospective,1.0
81233,Christian LEFÈVRE,Entreprise,2.0
81248,Christian LEFÈVRE,Économie,1.0
81276,Christian LEFÈVRE,International,2.0
81281,Christian LEFÈVRE,Institution,1.0
81867,Stéphanie BEAUCHENE,Valeurs,1.0
81870,Stéphanie BEAUCHENE,Cadre de vie,14.0
81876,Stéphanie BEAUCHENE,Biodiversité,1.0
81883,Stéphanie BEAUCHENE,Ressources,9.0
81886,Stéphanie BEAUCHENE,Mobilité,2.0
81911,Stéphanie BEAUCHENE,Urbanisme,2.0
81915,Stéphanie BEAUCHENE,Patrimoine,5.0
81916,Stéphanie BEAUCHENE,Attractivité,4.0
82006,Stéphanie BEAUCHENE,Sport,1.0
82481,Marie-Claire VILLEVAL,Usage,1.0
82522,Marie-Claire VILLEVAL,Finance,1.0
83100,Manuel CASTELLS,Numérique,1.0
83124,Manuel CASTELLS,Prospective,1.0
83706,Social,Boris CHABANEL,3.0
83707,Social,Catherine DEBRAND,1.0
83708,Social,Emile HOOGE,1.0
83709,Social,Cédric POLÈRE,4.0
83710,Social,Ludovic VIÉVARD,1.0
83716,Social,Aurélien BOUTAUD,1.0
83722,Social,Nicolas NOVA,1.0
83737,Social,Catherine PANASSIER,2.0
83739,Social,Caroline JANUEL,2.0
83749,Social,Nicolas LEPRÊTRE,1.0
83751,Social,Anouk JORDAN,2.0
83752,Social,Sylvie  MAURIS-DEMOURIOUX,3.0
83753,Social,Julien CASALS,3.0
83763,Social,Geoffroy BING,1.0
83770,Social,Catherine FORET,1.0
83786,Social,Arthur GRIMONPONT,2.0
83798,Social,Eddy MAAROUFI,2.0
83809,Social,Matthieu BOURY,1.0
83837,Social,Sophie KELLER,1.0
83841,Social,Justin FOLLENFANT,3.0
83842,Social,Martin FUSTER,3.0
83861,Social,Christine OLM,1.0
83867,Social, LALCA,6.0
83872,Social,Pierre GROSDEMOUGE,1.0
83966,Social,Robert LAFORE,1.0
83992,Social,Gilles FINCHELSTEIN,1.0
84036,Social,Jean-Yves OTTMAN,1.0
84067,Social,Didier VANONI,1.0
84136,Social,Nicolas DUVOUX,1.0
84310,Social,Marie JOMARD,1.0
84323,Brice DURY,Inclusion,3.0
84337,Brice DURY,Transition,7.0
84341,Brice DURY,Usage,3.0
84350,Brice DURY,Cadre de vie,4.0
84360,Brice DURY,Santé,3.0
84361,Brice DURY,Handicap,3.0
84366,Brice DURY,Mobilité,9.0
84367,Brice DURY,Service public,2.0
84391,Brice DURY,Urbanisme,2.0
84941,Sophie KELLER,Culture,11.0
84945,Sophie KELLER,Pauvreté,1.0
84953,Sophie KELLER,Entreprise,34.0
84957,Sophie KELLER,Transition,8.0
84960,Sophie KELLER,Numérique,10.0
84963,Sophie KELLER,Innovation,33.0
84968,Sophie KELLER,Économie,6.0
84970,Sophie KELLER,Cadre de vie,4.0
84975,Sophie KELLER,Cohésion sociale,1.0
84978,Sophie KELLER,Politique de la ville,1.0
84980,Sophie KELLER,Santé,2.0
84986,Sophie KELLER,Mobilité,8.0
84994,Sophie KELLER,Insertion,2.0
84998,Sophie KELLER,Jeunesse,11.0
85011,Sophie KELLER,Urbanisme,1.0
85075,Sophie KELLER,Social,1.0
85097,Sophie KELLER,Personnes âgées,1.0
85577,Frédérique SONNET,Transition,6.0
85590,Frédérique SONNET,Cadre de vie,3.0
85606,Frédérique SONNET,Mobilité,6.0
86210,Stéphanie PORNIN,Cadre de vie,2.0
86220,Stéphanie PORNIN,Santé,2.0
86221,Stéphanie PORNIN,Handicap,2.0
86830,Cécile PEETERS,Cadre de vie,2.0
86840,Cécile PEETERS,Santé,2.0
86841,Cécile PEETERS,Handicap,2.0
87423,Justin FOLLENFANT,Inclusion,2.0
87447,Justin FOLLENFANT,Valeurs,3.0
87448,Justin FOLLENFANT,Économie,2.0
87450,Justin FOLLENFANT,Cadre de vie,3.0
87452,Justin FOLLENFANT,Citoyenneté,2.0
87455,Justin FOLLENFANT,Cohésion sociale,3.0
87458,Justin FOLLENFANT,Politique de la ville,3.0
87555,Justin FOLLENFANT,Social,3.0
87653,Justin FOLLENFANT,Action publique,1.0
88067,Martin FUSTER,Valeurs,3.0
88068,Martin FUSTER,Économie,2.0
88070,Martin FUSTER,Cadre de vie,3.0
88075,Martin FUSTER,Cohésion sociale,1.0
88078,Martin FUSTER,Politique de la ville,3.0
88175,Martin FUSTER,Social,3.0
88273,Martin FUSTER,Action publique,1.0
88677,Perrine TURGAULT,Transition,3.0
88690,Perrine TURGAULT,Cadre de vie,3.0
88703,Perrine TURGAULT,Ressources,3.0
89293,Clément JOURDAN,Entreprise,20.0
89301,Clément JOURDAN,Usage,4.0
89303,Clément JOURDAN,Innovation,20.0
89352,Clément JOURDAN,Grand Lyon,3.0
89903,Maylis NOUVELLON,Inclusion,2.0
89926,Maylis NOUVELLON,Solidarité,2.0
89940,Maylis NOUVELLON,Santé,2.0
90523,Noémie COUILLARD,Inclusion,2.0
90546,Noémie COUILLARD,Solidarité,2.0
90560,Noémie COUILLARD,Santé,2.0
91155,Bernard PRÉEL,Temps,1.0
91909,Sophie LARGEAU,Concertation,1.0
92389,Concertation,Cédric POLÈRE,2.0
92396,Concertation,Aurélien BOUTAUD,3.0
92433,Concertation,Julien CASALS,1.0
92435,Concertation,Emmanuelle LAMBREY,1.0
92443,Concertation,Geoffroy BING,1.0
92450,Concertation,Catherine FORET,1.0
92461,Concertation,Benjamin LIPPENS,1.0
92480,Concertation,Lucas PIESSAT,1.0
92481,Concertation,Gauthier BRAVAIS,1.0
92528,Concertation,Sophie LARGEAU,1.0
92575,Concertation,Michel AGNAIEFF,1.0
92617,Concertation,Camille DUTHY,4.0
92699,Concertation,Julien TALPIN,1.0
92712,Concertation,Aisling HEALY,1.0
92718,Concertation,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",4.0
92741,Concertation,Sophie DE GAILLARD,1.0
92899,Concertation,Frédérique BRUYAS,1.0
92900,Concertation,Bernard PELLECUER,1.0
92943,Concertation,Jean-Michel FOURNIAU,1.0
92978,Concertation,Élise HO-PUN-CHEUNG,2.0
93047,Jean-Nicolas BIRCK,Service public,3.0
93093,Jean-Nicolas BIRCK,Démocratie,3.0
93623,Marie Clémence LE PAPE,Inclusion,2.0
93665,Marie Clémence LE PAPE,Éducation,2.0
93723,Marie Clémence LE PAPE,Recherche,2.0
94243,Maël DIEUDONNÉ,Inclusion,2.0
94285,Maël DIEUDONNÉ,Éducation,2.0
94343,Maël DIEUDONNÉ,Recherche,2.0
94863,Eric CEDIEY,Inclusion,9.0
94872,Eric CEDIEY,Travail,1.0
94886,Eric CEDIEY,Solidarité,5.0
94916,Eric CEDIEY,International,5.0
94924,Eric CEDIEY,Pensées politiques,1.0
95036,Eric CEDIEY,Sécurité,1.0
95508,Arnaud FLORENTIN,Économie,4.0
95523,Arnaud FLORENTIN,Ressources,4.0
96117,"""CFEEDD COLLECTIF FRANÇAIS DE LEDUCATION À LENVIRONNEMENT """,Transition,1.0
96145,"""CFEEDD COLLECTIF FRANÇAIS DE LEDUCATION À LENVIRONNEMENT """,Éducation,1.0
96760,Antoine LAZARUS,Santé,1.0
97349,Personnes âgées,Cédric POLÈRE,1.0
97350,Personnes âgées,Ludovic VIÉVARD,2.0
97377,Personnes âgées,Catherine PANASSIER,1.0
97392,Personnes âgées,Sylvie  MAURIS-DEMOURIOUX,3.0
97393,Personnes âgées,Julien CASALS,3.0
97406,Personnes âgées,François MAYSSAL,2.0
97425,Personnes âgées,Yoan OLLIVIER,2.0
97449,Personnes âgées,Matthieu BOURY,3.0
97451,Personnes âgées,Quentin ZARAGORI,3.0
97477,Personnes âgées,Sophie KELLER,1.0
97529,Personnes âgées,Claudio BOLZMAN,1.0
97647,Personnes âgées,Michèle MASSON,1.0
97702,Personnes âgées,Patrice AUBERTEL,1.0
97703,Personnes âgées,Paul RAVEAUD,1.0
97704,Personnes âgées,Thérèse SPECTOR,1.0
97755,Personnes âgées,Clara PERRIN,2.0
97775,Personnes âgées,Abdellatif CHAOUITE,1.0
97868,Personnes âgées, INSEE - RHÔNE-ALPES ,1.0
97998,François ROBERT,Politique de la ville,1.0
98031,François ROBERT,Urbanisme,1.0
98618,Loïc BONNEVAL,Politique de la ville,1.0
98651,Loïc BONNEVAL,Urbanisme,1.0
99201,Jean-Jacques WUNENBURGER,Culture,1.0
99823,Christine OLM,Inclusion,5.0
99832,Christine OLM,Travail,1.0
99840,Christine OLM,Numérique,1.0
99860,Christine OLM,Santé,5.0
99867,Christine OLM,Service public,1.0
99955,Christine OLM,Social,1.0
100460,Daniel KAPLAN,Numérique,1.0
100463,Daniel KAPLAN,Innovation,1.0
101092,Jean-Pascal BONHOTAL,Citoyenneté,1.0
101121,Jean-Pascal BONHOTAL,Institution,1.0
101706,Philippe CORCUFF,Solidarité,1.0
102332,Abdelhafid HAMMOUCHE,Citoyenneté,1.0
102338,Abdelhafid HAMMOUCHE,Politique de la ville,1.0
102930,Sport,Ludovic VIÉVARD,2.0
102936,Sport,Aurélien BOUTAUD,5.0
102942,Sport,Nicolas NOVA,5.0
102951,Sport,Julie JEAMMAUD,6.0
102969,Sport,Nicolas LEPRÊTRE,5.0
102972,Sport,Sylvie  MAURIS-DEMOURIOUX,6.0
103018,Sport,Eddy MAAROUFI,11.0
103052,Sport,Stéphanie BEAUCHENE,1.0
103103,Sport,Virginie MILLIOT-BELMADANI,1.0
103265,Sport,Christian BROMBERGER,1.0
103453,Sport,COSF -  COMITÉ OLYMPIQUE SPORTIF FRANÇAIS,1.0
103543, LALCA,Inclusion,6.0
103566, LALCA,Solidarité,6.0
103675, LALCA,Social,6.0
103708, LALCA,Habitat,6.0
104169,Habitat,Cédric POLÈRE,3.0
104170,Habitat,Ludovic VIÉVARD,3.0
104194,Habitat,Jean-Marc BERTHET,2.0
104230,Habitat,Catherine FORET,3.0
104258,Habitat,Eddy MAAROUFI,7.0
104327,Habitat, LALCA,6.0
104397,Habitat,Camille DUTHY,11.0
104399,Habitat,Manon SCOTTO,2.0
104642,Habitat,Kamil HAJJI,3.0
104694,Habitat,Joël GOMBIN,1.0
104695,Habitat,Diane THIERRY,1.0
104841,Mathilde DELAMARE,Institution,1.0
104855,Mathilde DELAMARE,Patrimoine,1.0
105440,Jany DHERVILLEZ,Santé,1.0
105471,Jany DHERVILLEZ,Urbanisme,1.0
106046,Yannick L’HORTY,Solidarité,1.0
106074,Yannick L’HORTY,Insertion,1.0
106641,Pierre GROSDEMOUGE,Culture,2.0
106643,Pierre GROSDEMOUGE,Inclusion,7.0
106652,Pierre GROSDEMOUGE,Travail,5.0
106660,Pierre GROSDEMOUGE,Numérique,1.0
106666,Pierre GROSDEMOUGE,Solidarité,9.0
106668,Pierre GROSDEMOUGE,Économie,2.0
106670,Pierre GROSDEMOUGE,Cadre de vie,3.0
106675,Pierre GROSDEMOUGE,Cohésion sociale,4.0
106678,Pierre GROSDEMOUGE,Politique de la ville,6.0
106680,Pierre GROSDEMOUGE,Santé,10.0
106687,Pierre GROSDEMOUGE,Service public,5.0
106694,Pierre GROSDEMOUGE,Insertion,3.0
106711,Pierre GROSDEMOUGE,Urbanisme,3.0
106712,Pierre GROSDEMOUGE,Grand Lyon,3.0
106733,Pierre GROSDEMOUGE,Démocratie,4.0
106775,Pierre GROSDEMOUGE,Social,1.0
107281,Irène GAILLARD,Usage,3.0
107307,Irène GAILLARD,Service public,3.0
107901,Vanina MOLLO,Usage,3.0
